assignment_id,employee_id,project_id,role,start_date,end_date,allocation_pct,is_billable
05067eba,E1217,P2022280,Junior Functional Analyst,2023-01-08,2023-06-09,90,True
121b0771,E2046,P2022281,IoT Architect,2021-07-29,2022-11-22,81,True
1083cebd,E1605,P2022281,Embedded Engineer,2021-07-29,2022-11-22,80,True
9bd9e298,E7958,P2022281,IoT Architect,2021-07-29,2022-11-22,100,True
21e9ba7b,E8172,P2022281,Embedded Engineer,2021-07-29,2022-11-22,85,True
4f430ead,E2677,P2022281,IoT Architect,2021-07-29,2022-11-22,92,True
58ff1cb8,E6217,P2022281,IoT Architect,2021-07-29,2022-11-22,97,True
f82bb385,E2333,P2022281,IoT Architect,2021-07-29,2022-11-22,97,True
cc2efb95,E5166,P2022281,Embedded Engineer,2021-07-29,2022-11-22,82,True
08f9f925,E8874,P2022281,Embedded Engineer,2021-07-29,2022-11-22,84,True
e517e62a,E9379,P2022281,Embedded Engineer,2021-07-29,2022-11-22,90,True
1ae8b805,E1601,P2022282,Data Scientist,2022-08-28,2022-12-08,88,True
c9084d10,E7472,P2022282,Junior NLP Specialist,2022-08-28,2022-12-08,84,True
f3fc957d,E8416,P2022282,NLP Specialist,2022-08-28,2022-12-08,100,True
a60ab599,E3685,P2022282,Data Scientist,2022-08-28,2022-12-08,87,True
e68b9e9c,E2105,P2022282,AI Architect,2022-08-28,2022-12-08,83,True
b7a11efd,E9736,P2022283,Digital Strategist,2023-09-28,2024-01-22,84,True
fc7e00b2,E6799,P2022283,Junior Digital Strategist,2023-09-28,2024-01-22,80,True
cc0658fa,E9500,P2022283,Digital Strategist,2023-09-28,2024-01-22,86,True
910ab069,E5477,P2022283,Change Manager,2023-09-28,2024-01-22,83,True
4f2e8f93,E8709,P2022283,Change Manager,2023-09-28,2024-01-22,87,True
e249b31b,E9024,P2022283,Digital Strategist,2023-09-28,2024-01-22,87,True
4b5c7b92,E4762,P2022283,Digital Strategist,2023-09-28,2024-01-22,97,True
de6926f1,E9174,P2022283,Change Manager,2023-09-28,2024-01-22,96,True
f05b2934,E9759,P2022283,Change Manager,2023-09-28,2024-01-22,93,True
1d70fd03,E9773,P2022284,Pentester,2022-03-24,2023-02-26,96,True
7cefbfe1,E5599,P2022284,Security Architect,2022-03-24,2023-02-26,86,False
1f5f1d05,E1912,P2022284,Pentester,2022-03-24,2023-02-26,88,True
3b423257,E8104,P2022284,Junior SOC Analyst,2022-03-24,2023-02-26,83,True
74b762cf,E9695,P2022284,Pentester,2022-03-24,2023-02-26,87,False
d36d676a,E1280,P2022285,BI Specialist,2023-08-17,2024-12-23,82,True
ddd0e1c0,E2341,P2022285,Junior BI Specialist,2023-08-17,2024-12-23,82,True
e5bf4e04,E1932,P2022285,Data Engineer,2023-08-17,2024-12-23,88,True
131265db,E3122,P2022285,BI Specialist,2023-08-17,2024-12-23,92,True
8ed50e8f,E3240,P2022285,Analytics Consultant,2023-08-17,2024-12-23,90,True
4a9237ab,E5681,P2022285,Analytics Consultant,2023-08-17,2024-12-23,81,True
bcf5b434,E1382,P2022285,Junior Analytics Consultant,2023-08-17,2024-12-23,87,True
105a65b3,E5000,P2022286,Embedded Engineer,2021-11-19,2023-02-02,89,True
b6458056,E6420,P2022286,Embedded Engineer,2021-11-19,2023-02-02,88,True
e543caf3,E7837,P2022286,Embedded Engineer,2021-11-19,2023-02-02,92,True
84d760f3,E6287,P2022286,Junior Embedded Engineer,2021-11-19,2023-02-02,88,True
cb5e6027,E8960,P2022286,Embedded Engineer,2021-11-19,2023-02-02,100,True
5cac7bc7,E6777,P2022286,Junior Embedded Engineer,2021-11-19,2023-02-02,82,True
e90b202a,E6318,P2022287,Embedded Engineer,2021-04-16,2021-06-27,94,True
fa9d6ab6,E8869,P2022287,Embedded Engineer,2021-04-16,2021-06-27,99,True
16699b89,E5485,P2022287,Embedded Engineer,2021-04-16,2021-06-27,91,True
12344cd4,E6369,P2022287,Embedded Engineer,2021-04-16,2021-06-27,81,True
d22765fa,E7511,P2022287,Junior Embedded Engineer,2021-04-16,2021-06-27,93,True
e28327f1,E3329,P2022287,Embedded Engineer,2021-04-16,2021-06-27,100,True
34610d19,E9470,P2022287,IoT Architect,2021-04-16,2021-06-27,90,True
d0201e03,E8170,P2022287,IoT Architect,2021-04-16,2021-06-27,97,True
2bc1dd22,E2469,P2022287,Embedded Engineer,2021-04-16,2021-06-27,81,True
33a72608,E3111,P2022287,IoT Architect,2021-04-16,2021-06-27,89,True
ea135b24,E6240,P2022287,Embedded Engineer,2021-04-16,2021-06-27,93,True
7a6176e3,E4627,P2022287,Embedded Engineer,2021-04-16,2021-06-27,92,True
e889f951,E5658,P2022288,ML Engineer,2022-05-23,2022-12-09,98,True
f83635ba,E3143,P2022288,Data Scientist,2022-05-23,2022-12-09,84,True
3d87d7e4,E3745,P2022288,NLP Specialist,2022-05-23,2022-12-09,89,True
90c00957,E9374,P2022288,AI Architect,2022-05-23,2022-12-09,82,False
3c821ac9,E7518,P2022288,AI Architect,2022-05-23,2022-12-09,88,True
aca78606,E5316,P2022288,ML Engineer,2022-05-23,2022-12-09,99,True
d57fc263,E5699,P2022289,IoT Architect,2022-03-24,2023-04-12,95,True
d1ac9d06,E8880,P2022289,IoT Architect,2022-03-24,2023-04-12,100,False
05266c7a,E1790,P2022289,Embedded Engineer,2022-03-24,2023-04-12,90,True
65e5e053,E4791,P2022289,Junior Embedded Engineer,2022-03-24,2023-04-12,100,True
bbc8390f,E5782,P2022289,Embedded Engineer,2022-03-24,2023-04-12,96,True
47b19856,E5092,P2022289,Embedded Engineer,2022-03-24,2023-04-12,88,True
6ae22904,E1888,P2022289,Embedded Engineer,2022-03-24,2023-04-12,87,True
907c6cbd,E4263,P2022289,Embedded Engineer,2022-03-24,2023-04-12,99,True
5e77e231,E9852,P2022289,Embedded Engineer,2022-03-24,2023-04-12,94,False
bf896770,E2094,P2022289,IoT Architect,2022-03-24,2023-04-12,81,True
75ce3e41,E7807,P2022289,IoT Architect,2022-03-24,2023-04-12,93,True
b267e30c,E9170,P2022289,Embedded Engineer,2022-03-24,2023-04-12,98,True
d48e610d,E1953,P2022290,Solutions Architect,2022-09-04,2023-03-22,85,True
8424c728,E2815,P2022290,Solutions Architect,2022-09-04,2023-03-22,86,True
c3fe30b2,E4310,P2022290,DevOps Engineer,2022-09-04,2023-03-22,80,True
d97f0f4a,E2767,P2022290,DevOps Engineer,2022-09-04,2023-03-22,80,False
c4c32f1b,E7255,P2022290,Junior DevOps Engineer,2022-09-04,2023-03-22,80,True
6509d4e8,E7086,P2022290,DevOps Engineer,2022-09-04,2023-03-22,95,True
b5728427,E9804,P2022290,Cloud Architect,2022-09-04,2023-03-22,89,True
3d98a1c5,E4148,P2022290,DevOps Engineer,2022-09-04,2023-03-22,100,False
999da0ed,E2347,P2022290,DevOps Engineer,2022-09-04,2023-03-22,83,True
80284f62,E2144,P2022290,Solutions Architect,2022-09-04,2023-03-22,94,True
f5fc2bb5,E6510,P2022290,DevOps Engineer,2022-09-04,2023-03-22,97,True
4f2d4646,E8610,P2022290,DevOps Engineer,2022-09-04,2023-03-22,81,True
f5c11422,E5102,P2022290,DevOps Engineer,2022-09-04,2023-03-22,100,True
2509f840,E7923,P2022290,Cloud Architect,2022-09-04,2023-03-22,81,True
944229dc,E3575,P2022291,Change Manager,2023-11-05,2024-08-05,98,True
7c362f2d,E5680,P2022291,Change Manager,2023-11-05,2024-08-05,91,True
ea952bcc,E5177,P2022291,Digital Strategist,2023-11-05,2024-08-05,96,True
e1fe3b4c,E8431,P2022291,Change Manager,2023-11-05,2024-08-05,86,True
1b70ab2a,E5618,P2022291,Digital Strategist,2023-11-05,2024-08-05,83,True
9798c74d,E8831,P2022291,Change Manager,2023-11-05,2024-08-05,82,True
5d510874,E3748,P2022291,Junior Change Manager,2023-11-05,2024-08-05,99,True
1a365f88,E4750,P2022291,Digital Strategist,2023-11-05,2024-08-05,89,True
9cfc3aec,E9310,P2022291,Change Manager,2023-11-05,2024-08-05,90,True
c68be844,E7292,P2022292,Cloud Architect,2023-01-04,2024-06-04,82,True
059df08d,E2101,P2022292,DevOps Engineer,2023-01-04,2024-06-04,86,True
aed3cbfc,E6137,P2022292,DevOps Engineer,2023-01-04,2024-06-04,81,True
bb0df870,E5803,P2022292,Junior DevOps Engineer,2023-01-04,2024-06-04,99,True
a644df0f,E5119,P2022292,Junior DevOps Engineer,2023-01-04,2024-06-04,83,True
ea66148d,E4903,P2022292,DevOps Engineer,2023-01-04,2024-06-04,98,True
97b7981d,E1494,P2022292,Junior DevOps Engineer,2023-01-04,2024-06-04,97,True
4930ba29,E3783,P2022292,DevOps Engineer,2023-01-04,2024-06-04,90,True
71b44d5a,E9623,P2022292,DevOps Engineer,2023-01-04,2024-06-04,82,True
af75a02e,E6410,P2022292,DevOps Engineer,2023-01-04,2024-06-04,95,True
7ab2fa7c,E2132,P2022292,Cloud Architect,2023-01-04,2024-06-04,92,True
2f4aefd7,E8996,P2022292,DevOps Engineer,2023-01-04,2024-06-04,92,True
3719a138,E3100,P2022293,Data Engineer,2022-12-05,2024-04-10,80,True
2212cbf6,E1456,P2022293,Junior Analytics Consultant,2022-12-05,2024-04-10,96,True
1868266e,E6072,P2022293,Analytics Consultant,2022-12-05,2024-04-10,84,True
1758ba40,E8922,P2022293,BI Specialist,2022-12-05,2024-04-10,83,True
4593ccbe,E9114,P2022293,Junior Data Engineer,2022-12-05,2024-04-10,87,False
27a1045f,E7936,P2022293,Analytics Consultant,2022-12-05,2024-04-10,85,True
2330e480,E2734,P2022293,Data Engineer,2022-12-05,2024-04-10,100,True
658cd550,E5883,P2022293,Data Engineer,2022-12-05,2024-04-10,100,True
12668998,E3089,P2022293,BI Specialist,2022-12-05,2024-04-10,82,True
b6192984,E2438,P2022293,Junior Analytics Consultant,2022-12-05,2024-04-10,91,True
20bb8517,E3056,P2022294,IoT Architect,2023-10-27,2024-11-24,96,True
72500348,E9026,P2022294,Embedded Engineer,2023-10-27,2024-11-24,82,True
74600de0,E2479,P2022294,Embedded Engineer,2023-10-27,2024-11-24,97,True
371fb0d2,E7928,P2022294,Junior Embedded Engineer,2023-10-27,2024-11-24,87,True
613ea9ac,E9537,P2022294,Junior Embedded Engineer,2023-10-27,2024-11-24,96,False
fd67bd45,E6693,P2022294,Junior Embedded Engineer,2023-10-27,2024-11-24,91,True
0405f52a,E2799,P2022294,Embedded Engineer,2023-10-27,2024-11-24,90,True
7bfccebc,E7813,P2022294,Embedded Engineer,2023-10-27,2024-11-24,92,True
fa69b293,E7903,P2022294,Embedded Engineer,2023-10-27,2024-11-24,97,True
dc364c9d,E1706,P2022294,Embedded Engineer,2023-10-27,2024-11-24,80,True
5d07627e,E2909,P2022295,NLP Specialist,2021-09-02,2022-09-23,89,False
267e4ba1,E4589,P2022295,Junior ML Engineer,2021-09-02,2022-09-23,83,False
02b69c0f,E7804,P2022295,Data Scientist,2021-09-02,2022-09-23,93,True
6a0b9ab5,E3157,P2022295,Junior ML Engineer,2021-09-02,2022-09-23,92,True
a47a3877,E2222,P2022295,Data Scientist,2021-09-02,2022-09-23,82,True
0a1d5f12,E7470,P2022295,Data Scientist,2021-09-02,2022-09-23,91,True
9f0431c6,E6110,P2022296,Analytics Consultant,2023-07-13,2024-10-17,80,False
e6dd1b61,E7354,P2022296,Analytics Consultant,2023-07-13,2024-10-17,90,True
374362fd,E5983,P2022296,Analytics Consultant,2023-07-13,2024-10-17,89,True
18891be2,E9314,P2022296,Analytics Consultant,2023-07-13,2024-10-17,99,True
36a68e50,E4247,P2022296,BI Specialist,2023-07-13,2024-10-17,93,True
4b647e60,E4677,P2022296,BI Specialist,2023-07-13,2024-10-17,98,True
9d88c99b,E3181,P2022297,Pentester,2021-06-10,2022-02-11,98,False
628e971f,E3197,P2022297,Security Architect,2021-06-10,2022-02-11,94,True
f46c2f07,E1163,P2022297,Pentester,2021-06-10,2022-02-11,93,True
7d9f3f56,E4339,P2022297,Pentester,2021-06-10,2022-02-11,98,True
c24c55c7,E9231,P2022297,Junior Pentester,2021-06-10,2022-02-11,81,False
9b8df36a,E8646,P2022297,Pentester,2021-06-10,2022-02-11,97,True
6153a352,E9587,P2022297,Junior Pentester,2021-06-10,2022-02-11,83,True
27297da6,E4706,P2022297,Pentester,2021-06-10,2022-02-11,80,True
3cec60e7,E9033,P2022298,Embedded Engineer,2022-02-27,2023-02-20,87,True
053bbd92,E5740,P2022298,Embedded Engineer,2022-02-27,2023-02-20,100,True
d5693676,E2063,P2022298,Embedded Engineer,2022-02-27,2023-02-20,81,True
25b14ed3,E1137,P2022298,Embedded Engineer,2022-02-27,2023-02-20,98,False
b6cf79e6,E4556,P2022298,Junior Embedded Engineer,2022-02-27,2023-02-20,95,True
3b96eda1,E8680,P2022298,Junior Embedded Engineer,2022-02-27,2023-02-20,97,True
6ea5f3c5,E3088,P2022298,IoT Architect,2022-02-27,2023-02-20,83,True
973b30dc,E9435,P2022299,Security Architect,2023-04-27,2023-07-07,82,True
829b4937,E1210,P2022299,Pentester,2023-04-27,2023-07-07,82,True
6d44805c,E8033,P2022299,Junior Pentester,2023-04-27,2023-07-07,95,True
0659c184,E9283,P2022299,SOC Analyst,2023-04-27,2023-07-07,95,True
54fc1f89,E3273,P2022299,SOC Analyst,2023-04-27,2023-07-07,97,True
0bc12b0f,E4274,P2022299,SOC Analyst,2023-04-27,2023-07-07,95,True
fe819eff,E7411,P2022300,ML Engineer,2021-03-03,2022-05-21,99,False
e028dc19,E4744,P2022300,Data Scientist,2021-03-03,2022-05-21,96,True
f71be651,E8866,P2022300,Data Scientist,2021-03-03,2022-05-21,88,False
280e6092,E5034,P2022300,AI Architect,2021-03-03,2022-05-21,92,True
d6815667,E9444,P2022300,Data Scientist,2021-03-03,2022-05-21,99,True
959c0ee8,E4242,P2022301,Change Manager,2023-01-10,2023-05-31,87,False
314a5fc3,E4291,P2022301,Digital Strategist,2023-01-10,2023-05-31,80,True
d9a110b0,E6618,P2022301,Change Manager,2023-01-10,2023-05-31,86,False
d850a9f5,E6407,P2022301,Change Manager,2023-01-10,2023-05-31,84,True
a8423f9b,E6608,P2022301,Digital Strategist,2023-01-10,2023-05-31,84,True
54e2c9e5,E1893,P2022301,Digital Strategist,2023-01-10,2023-05-31,100,True
402ce771,E9200,P2022302,ERP Consultant,2022-08-22,2023-11-02,91,True
839405e6,E9317,P2022302,ERP Consultant,2022-08-22,2023-11-02,87,True
ee7476fc,E1065,P2022302,ERP Consultant,2022-08-22,2023-11-02,82,True
0f52b11c,E6374,P2022302,Junior ERP Consultant,2022-08-22,2023-11-02,86,True
cb60a620,E8237,P2022302,Functional Analyst,2022-08-22,2023-11-02,88,False
83ee5c1f,E2462,P2022302,Functional Analyst,2022-08-22,2023-11-02,88,True
3150163c,E7688,P2022302,ERP Consultant,2022-08-22,2023-11-02,100,True
782e630a,E5405,P2022303,Embedded Engineer,2023-03-04,2023-05-28,82,True
f861cb36,E3146,P2022303,Embedded Engineer,2023-03-04,2023-05-28,83,True
b1ee88ef,E5857,P2022303,Embedded Engineer,2023-03-04,2023-05-28,100,True
bf8f4956,E6240,P2022303,Embedded Engineer,2023-03-04,2023-05-28,90,False
1985cfec,E7473,P2022303,Embedded Engineer,2023-03-04,2023-05-28,95,True
77d7b9bf,E9885,P2022303,IoT Architect,2023-03-04,2023-05-28,91,False
01b5415a,E6623,P2022303,Embedded Engineer,2023-03-04,2023-05-28,90,True
f5b8f59b,E1556,P2022303,Embedded Engineer,2023-03-04,2023-05-28,89,False
1465f7ca,E7021,P2022303,Embedded Engineer,2023-03-04,2023-05-28,92,True
b4e4968c,E8267,P2022303,Embedded Engineer,2023-03-04,2023-05-28,92,True
f7eadcf7,E8531,P2022304,Data Engineer,2022-08-07,2022-10-20,94,True
b79e17fe,E2737,P2022304,BI Specialist,2022-08-07,2022-10-20,93,True
56947992,E4764,P2022304,BI Specialist,2022-08-07,2022-10-20,95,True
c0490d5a,E4517,P2022305,Blockchain Developer,2021-10-14,2021-11-27,88,True
b8dcc3ed,E2092,P2022305,Blockchain Developer,2021-10-14,2021-11-27,92,True
df016c80,E7488,P2022305,Smart Contract Engineer,2021-10-14,2021-11-27,97,True
85665831,E4601,P2022305,Junior Smart Contract Engineer,2021-10-14,2021-11-27,96,True
6cfc982d,E4266,P2022305,Blockchain Developer,2021-10-14,2021-11-27,98,True
1e0d449f,E1041,P2022306,Blockchain Developer,2021-01-02,2021-09-24,83,True
97bbc855,E9034,P2022306,Smart Contract Engineer,2021-01-02,2021-09-24,95,True
9fef941e,E7685,P2022306,Junior Blockchain Developer,2021-01-02,2021-09-24,81,True
70a03d98,E6204,P2022306,Blockchain Developer,2021-01-02,2021-09-24,96,True
ab778d0e,E1820,P2022307,ERP Consultant,2023-12-27,2024-10-05,93,True
dd7f995d,E9745,P2022307,Functional Analyst,2023-12-27,2024-10-05,95,True
0256f646,E6415,P2022307,ERP Consultant,2023-12-27,2024-10-05,92,True
050c87c9,E3238,P2022307,ERP Consultant,2023-12-27,2024-10-05,87,False
18d1d387,E7920,P2022307,Junior ERP Consultant,2023-12-27,2024-10-05,81,True
c6be139d,E3093,P2022307,Junior Functional Analyst,2023-12-27,2024-10-05,99,True
bc7ceb5e,E9329,P2022307,Functional Analyst,2023-12-27,2024-10-05,84,True
64d56403,E6370,P2022307,Junior ERP Consultant,2023-12-27,2024-10-05,82,True
1adfa32c,E1231,P2022307,Functional Analyst,2023-12-27,2024-10-05,99,True
da978672,E1572,P2022308,ERP Consultant,2021-05-25,2022-10-06,85,True
9fe4850a,E5221,P2022308,Functional Analyst,2021-05-25,2022-10-06,87,True
2eaeb37c,E6063,P2022308,ERP Consultant,2021-05-25,2022-10-06,87,True
2d335b0b,E4997,P2022308,Functional Analyst,2021-05-25,2022-10-06,90,True
5d2ef469,E1531,P2022308,Junior ERP Consultant,2021-05-25,2022-10-06,92,True
1a91d572,E2714,P2022308,Functional Analyst,2021-05-25,2022-10-06,87,True
ac236100,E7192,P2022308,Functional Analyst,2021-05-25,2022-10-06,90,True
c7c27bc9,E3350,P2022308,ERP Consultant,2021-05-25,2022-10-06,93,True
5e507cc2,E6736,P2022308,ERP Consultant,2021-05-25,2022-10-06,82,True
aab20675,E1685,P2022309,Digital Strategist,2021-05-19,2021-08-10,92,True
d573c78d,E5918,P2022309,Change Manager,2021-05-19,2021-08-10,90,True
72fba9f2,E5813,P2022309,Junior Digital Strategist,2021-05-19,2021-08-10,86,True
73501726,E2033,P2022309,Change Manager,2021-05-19,2021-08-10,85,True
f2723515,E8347,P2022309,Junior Change Manager,2021-05-19,2021-08-10,84,True
d922f439,E4739,P2022309,Digital Strategist,2021-05-19,2021-08-10,86,True
d3cab40a,E5045,P2022309,Digital Strategist,2021-05-19,2021-08-10,90,True
7857f593,E7860,P2022309,Change Manager,2021-05-19,2021-08-10,87,True
2785eb91,E8706,P2022310,ERP Consultant,2022-09-27,2022-11-04,99,False
4869a38f,E5698,P2022310,Functional Analyst,2022-09-27,2022-11-04,92,True
a284a98e,E1349,P2022310,ERP Consultant,2022-09-27,2022-11-04,90,True
a9568512,E7675,P2022310,ERP Consultant,2022-09-27,2022-11-04,81,True
8a0a0e41,E1072,P2022311,ML Engineer,2022-05-12,2023-02-27,89,True
1103c2da,E6061,P2022311,Data Scientist,2022-05-12,2023-02-27,84,True
45c5a18d,E6336,P2022311,NLP Specialist,2022-05-12,2023-02-27,84,True
3867c378,E2727,P2022311,ML Engineer,2022-05-12,2023-02-27,94,True
ab935e61,E9345,P2022311,NLP Specialist,2022-05-12,2023-02-27,82,True
bb344dd0,E8171,P2022311,Data Scientist,2022-05-12,2023-02-27,96,True
1a040cdc,E8410,P2022311,Junior Data Scientist,2022-05-12,2023-02-27,82,True
b2a1c808,E3237,P2022311,NLP Specialist,2022-05-12,2023-02-27,92,True
284fc4c4,E3208,P2022311,Junior NLP Specialist,2022-05-12,2023-02-27,81,True
5659ad6e,E4427,P2022312,AI Architect,2022-01-16,2022-06-16,96,True
7fcaaa8f,E8174,P2022312,Data Scientist,2022-01-16,2022-06-16,94,True
37984f2d,E2814,P2022312,Data Scientist,2022-01-16,2022-06-16,96,True
acc98363,E3781,P2022312,NLP Specialist,2022-01-16,2022-06-16,84,True
1619e7a6,E3866,P2022312,NLP Specialist,2022-01-16,2022-06-16,82,True
99468507,E8624,P2022312,Data Scientist,2022-01-16,2022-06-16,97,True
f4220f7a,E5617,P2022312,NLP Specialist,2022-01-16,2022-06-16,95,True
c5fd5a8d,E8809,P2022312,Data Scientist,2022-01-16,2022-06-16,93,True
d134bddd,E6955,P2022312,Junior NLP Specialist,2022-01-16,2022-06-16,91,True
8ce01984,E6183,P2022312,Data Scientist,2022-01-16,2022-06-16,96,True
1361382a,E3911,P2022312,Data Scientist,2022-01-16,2022-06-16,100,True
4fe276e2,E1795,P2022313,SOC Analyst,2023-05-09,2024-05-08,96,True
11516134,E2707,P2022313,SOC Analyst,2023-05-09,2024-05-08,80,False
640160ac,E2838,P2022313,Pentester,2023-05-09,2024-05-08,86,True
24bc96dd,E8804,P2022313,Pentester,2023-05-09,2024-05-08,82,True
45ed896a,E9903,P2022313,Pentester,2023-05-09,2024-05-08,80,True
b467c960,E6239,P2022313,Pentester,2023-05-09,2024-05-08,86,True
7e10117e,E7888,P2022313,Pentester,2023-05-09,2024-05-08,92,True
36193597,E7033,P2022313,Security Architect,2023-05-09,2024-05-08,87,True
d04385fb,E6243,P2022314,BI Specialist,2021-05-04,2021-09-01,100,True
963efabd,E1845,P2022314,BI Specialist,2021-05-04,2021-09-01,90,True
72bee63e,E5902,P2022314,Analytics Consultant,2021-05-04,2021-09-01,91,True
43e4fa8c,E7173,P2022314,BI Specialist,2021-05-04,2021-09-01,88,True
4b1e7115,E4384,P2022314,Data Engineer,2021-05-04,2021-09-01,83,True
d09fff55,E3469,P2022314,Analytics Consultant,2021-05-04,2021-09-01,84,True
5a53e27d,E6891,P2022314,Analytics Consultant,2021-05-04,2021-09-01,99,True
59abde21,E8406,P2022314,BI Specialist,2021-05-04,2021-09-01,86,True
391ac04f,E6190,P2022314,Data Engineer,2021-05-04,2021-09-01,88,True
d41b4936,E7185,P2022315,Data Engineer,2021-10-25,2022-07-19,88,True
80535039,E7384,P2022315,Analytics Consultant,2021-10-25,2022-07-19,83,True
3c9f1cde,E9376,P2022315,Analytics Consultant,2021-10-25,2022-07-19,98,True
0b924308,E8580,P2022315,Junior BI Specialist,2021-10-25,2022-07-19,92,True
96d864e6,E8887,P2022315,Junior BI Specialist,2021-10-25,2022-07-19,94,False
82e17227,E8272,P2022316,Analytics Consultant,2022-07-26,2023-04-22,92,True
5375e95f,E4037,P2022316,Analytics Consultant,2022-07-26,2023-04-22,84,True
1b591f5c,E4100,P2022316,Data Engineer,2022-07-26,2023-04-22,83,True
4b05e680,E4038,P2022317,BI Specialist,2021-01-02,2022-04-20,82,True
fd3c1b65,E5107,P2022317,Analytics Consultant,2021-01-02,2022-04-20,88,True
5583bd24,E9221,P2022317,Junior Data Engineer,2021-01-02,2022-04-20,80,True
c04c3944,E7030,P2022317,BI Specialist,2021-01-02,2022-04-20,89,True
a4fed453,E3690,P2022317,Analytics Consultant,2021-01-02,2022-04-20,82,True
9280beb4,E4916,P2022317,Analytics Consultant,2021-01-02,2022-04-20,81,True
a5a56316,E1838,P2022317,Data Engineer,2021-01-02,2022-04-20,99,True
233b6e08,E7591,P2022317,Junior BI Specialist,2021-01-02,2022-04-20,94,True
ef69ce71,E3597,P2022317,Data Engineer,2021-01-02,2022-04-20,95,True
1d314556,E8779,P2022317,BI Specialist,2021-01-02,2022-04-20,82,True
a1390215,E5960,P2022317,Analytics Consultant,2021-01-02,2022-04-20,87,True
d515b85a,E8154,P2022318,SOC Analyst,2021-07-25,2022-03-30,90,True
0897de34,E4189,P2022318,Pentester,2021-07-25,2022-03-30,96,False
2f92f8ba,E7007,P2022318,SOC Analyst,2021-07-25,2022-03-30,93,True
2b31e7ee,E3828,P2022318,Pentester,2021-07-25,2022-03-30,83,True
9a740a6f,E9785,P2022318,SOC Analyst,2021-07-25,2022-03-30,96,True
bbe8eb26,E9919,P2022319,Pentester,2021-12-15,2023-03-25,82,True
017595f2,E5742,P2022319,SOC Analyst,2021-12-15,2023-03-25,83,True
c5f89977,E4497,P2022319,SOC Analyst,2021-12-15,2023-03-25,99,True
0d11b219,E7457,P2022320,Data Engineer,2021-07-31,2022-04-27,85,True
e863fad2,E9423,P2022320,Junior Data Engineer,2021-07-31,2022-04-27,82,True
47330fcd,E4399,P2022320,Data Engineer,2021-07-31,2022-04-27,97,True
95d55d25,E6105,P2022320,BI Specialist,2021-07-31,2022-04-27,97,True
eaf12f00,E5652,P2022320,Analytics Consultant,2021-07-31,2022-04-27,87,True
e19351d5,E9185,P2022320,Analytics Consultant,2021-07-31,2022-04-27,81,True
af30542d,E2479,P2022320,Data Engineer,2021-07-31,2022-04-27,91,False
c59c8272,E5163,P2022320,Data Engineer,2021-07-31,2022-04-27,99,False
9cd2ac02,E8070,P2022321,DevOps Engineer,2023-04-24,2023-09-21,94,True
e17ba06c,E9587,P2022321,Cloud Architect,2023-04-24,2023-09-21,82,True
c47b1f5f,E6013,P2022321,DevOps Engineer,2023-04-24,2023-09-21,90,True
7757e249,E9739,P2022321,Cloud Architect,2023-04-24,2023-09-21,84,True
a0357826,E7199,P2022321,DevOps Engineer,2023-04-24,2023-09-21,84,False
5e96851e,E6767,P2022321,Solutions Architect,2023-04-24,2023-09-21,94,True
f44c7f2f,E1030,P2022321,Cloud Architect,2023-04-24,2023-09-21,83,True
d95621de,E2307,P2022321,DevOps Engineer,2023-04-24,2023-09-21,94,False
44ac79f7,E7792,P2022321,Solutions Architect,2023-04-24,2023-09-21,80,True
8d3cb455,E3992,P2022321,DevOps Engineer,2023-04-24,2023-09-21,85,True
0a362bfe,E5852,P2022321,Junior DevOps Engineer,2023-04-24,2023-09-21,97,True
0489e628,E2702,P2022321,DevOps Engineer,2023-04-24,2023-09-21,90,True
f5e459e1,E4264,P2022321,DevOps Engineer,2023-04-24,2023-09-21,94,True
f023b753,E7221,P2022321,DevOps Engineer,2023-04-24,2023-09-21,98,True
779f6501,E3416,P2022322,IoT Architect,2023-08-22,2024-12-11,97,True
9b2e25d4,E6720,P2022322,Junior Embedded Engineer,2023-08-22,2024-12-11,97,True
7202851d,E5486,P2022322,IoT Architect,2023-08-22,2024-12-11,83,True
3e23656c,E9598,P2022322,IoT Architect,2023-08-22,2024-12-11,96,True
2cc5ee58,E5359,P2022322,Embedded Engineer,2023-08-22,2024-12-11,97,True
a6eaeb1d,E8551,P2022322,Embedded Engineer,2023-08-22,2024-12-11,89,True
7d2ca12b,E6669,P2022323,AI Architect,2021-12-12,2022-05-15,84,True
d49e99ae,E1498,P2022323,NLP Specialist,2021-12-12,2022-05-15,100,True
87eb7914,E8282,P2022323,Junior Data Scientist,2021-12-12,2022-05-15,88,True
f1b4640c,E4833,P2022323,Data Scientist,2021-12-12,2022-05-15,92,True
7f85af7d,E4263,P2022323,Junior NLP Specialist,2021-12-12,2022-05-15,90,True
5a60c0c2,E2320,P2022323,Data Scientist,2021-12-12,2022-05-15,86,False
6ef9cada,E6846,P2022323,Data Scientist,2021-12-12,2022-05-15,99,True
9b6fe1aa,E3796,P2022323,AI Architect,2021-12-12,2022-05-15,96,True
ce7bd645,E6803,P2022324,Solutions Architect,2023-11-09,2024-10-04,90,False
b9be2685,E7430,P2022324,DevOps Engineer,2023-11-09,2024-10-04,98,True
53afc9c6,E3587,P2022324,DevOps Engineer,2023-11-09,2024-10-04,95,True
5e25f23c,E3723,P2022324,DevOps Engineer,2023-11-09,2024-10-04,95,False
