record_id,project_id,tech_domain,department,cost,status,completion_pct,duration_months,milestones_missed,change_requests,risk_score
ERP2022134,P2022134,Data Analytics,Cloud,450217.76,On-Time,85,1,1,3,3
ERP2022135,P2022135,Data Analytics,Cloud,751995867.15,On-Time,86,16,1,2,5
ERP2022136,P2022136,IoT,Development,488077614.55,On-Time,98,13,1,0,2
ERP2022137,P2022137,Data Analytics,Data,12477177.5,Delayed,81,4,2,2,3
ERP2022138,P2022138,AI/ML,Cloud,15244364.48,On-Time,84,15,0,0,3
ERP2022139,P2022139,IoT,Security,904335268.22,On-Time,97,12,0,3,2
ERP2022140,P2022140,ERP Implementation,Consulting,969094108.36,On-Time,99,5,1,4,4
ERP2022141,P2022141,IoT,Data,1612794.99,Completed Early,62,7,1,5,5
ERP2022142,P2022142,Digital Transformation,Cloud,1376802780.28,On-Time,83,6,0,1,3
ERP2022143,P2022143,ERP Implementation,Cloud,7552144.97,On-Time,88,16,1,2,2
ERP2022144,P2022144,Blockchain,Development,711959732.45,On-Time,98,16,0,3,2
ERP2022145,P2022145,AI/ML,Data,40787807.14,On-Time,91,15,0,4,1
ERP2022146,P2022146,ERP Implementation,Cloud,1105051160.11,On-Time,95,4,1,3,1
ERP2022147,P2022147,Digital Transformation,Cloud,23876279.27,On-Time,89,16,1,3,3
ERP2022148,P2022148,Cybersecurity,Security,1212020266.2,On-Time,88,7,0,4,5
ERP2022149,P2022149,Digital Transformation,Data,812466.87,On-Time,91,3,0,0,4
ERP2022150,P2022150,Data Analytics,Consulting,9171389.46,On-Time,83,6,1,0,2
ERP2022151,P2022151,IoT,Cloud,991130643.8,On-Time,86,5,1,0,4
ERP2022152,P2022152,Cloud Migration,Cloud,3097532.54,On-Time,96,2,1,1,2
ERP2022153,P2022153,Digital Transformation,Cloud,3227716.81,On-Time,98,9,0,4,3
ERP2022154,P2022154,AI/ML,Consulting,785514795.78,On-Time,93,2,1,4,5
ERP2022155,P2022155,ERP Implementation,Security,989796699.2,On-Time,89,9,1,5,1
ERP2022156,P2022156,Data Analytics,Cloud,20741683.93,On-Time,95,10,1,3,3
ERP2022157,P2022157,Blockchain,Development,787837.52,Delayed,63,1,3,5,4
ERP2022158,P2022158,IoT,Consulting,516044612.69,On-Time,99,7,0,4,5
ERP2022159,P2022159,Digital Transformation,Consulting,7840151.79,On-Time,87,9,0,3,3
ERP2022160,P2022160,IoT,Data,1806090462.9,On-Time,81,5,1,2,4
ERP2022161,P2022161,Data Analytics,Cloud,859407532.1,Delayed,90,4,1,1,5
ERP2022162,P2022162,Data Analytics,Data,569396389.87,On-Time,98,14,0,2,3
ERP2022163,P2022163,ERP Implementation,Consulting,1199325430.15,On-Time,80,4,0,1,2
ERP2022164,P2022164,Blockchain,Cloud,6116920.63,Delayed,90,15,1,5,2
ERP2022165,P2022165,Data Analytics,Development,15044566.26,Delayed,60,12,3,5,5
ERP2022166,P2022166,IoT,Development,447123054.18,On-Time,93,10,0,4,5
ERP2022167,P2022167,Cybersecurity,Consulting,24340865.87,On-Time,88,7,0,3,1
ERP2022168,P2022168,Cloud Migration,Consulting,4667154.71,On-Time,81,16,1,5,5
ERP2022169,P2022169,ERP Implementation,Data,19931009.01,On-Time,84,15,0,1,2
ERP2022170,P2022170,ERP Implementation,Data,10406258.35,Delayed,32,8,2,3,8
ERP2022171,P2022171,ERP Implementation,Cloud,2845376.45,Delayed,65,2,3,1,1
ERP2022172,P2022172,Blockchain,Development,402083223.62,On-Time,89,15,0,5,1
ERP2022173,P2022173,Blockchain,Data,23336146.91,On-Time,93,7,0,3,2
ERP2022174,P2022174,Cybersecurity,Consulting,599224884.93,On-Time,89,1,0,4,5
ERP2022175,P2022175,Data Analytics,Data,365898.42,On-Time,98,1,1,5,3
ERP2022176,P2022176,ERP Implementation,Consulting,932401230.13,Delayed,88,1,1,3,2
ERP2022177,P2022177,Digital Transformation,Development,15665126.93,On-Time,83,9,0,4,3
ERP2022178,P2022178,ERP Implementation,Security,5468773.29,Delayed,77,14,1,3,7
ERP2022179,P2022179,Cybersecurity,Development,3599571.97,On-Time,88,5,1,3,2
ERP2022180,P2022180,ERP Implementation,Security,37920890.74,On-Time,83,16,1,5,5
ERP2022181,P2022181,IoT,Cloud,1110185043.59,On-Time,90,5,1,1,4
ERP2022182,P2022182,Cybersecurity,Consulting,45564707.32,On-Time,94,16,1,5,4
ERP2022183,P2022183,Blockchain,Data,533015639.48,On-Time,88,15,0,0,5
ERP2022184,P2022184,Digital Transformation,Consulting,3798227.04,On-Time,94,5,0,1,2
ERP2022185,P2022185,Digital Transformation,Consulting,828898683.44,Delayed,62,5,1,5,2
ERP2022186,P2022186,Data Analytics,Development,6944767.08,Delayed,47,14,1,3,4
ERP2022187,P2022187,Cybersecurity,Data,4954252.37,On-Time,98,8,1,5,1
ERP2022188,P2022188,Cloud Migration,Cloud,661230454.46,On-Time,83,13,1,4,5
ERP2022189,P2022189,ERP Implementation,Development,1504012308.54,On-Time,82,6,1,2,2
ERP2022190,P2022190,Digital Transformation,Security,710050333.83,Delayed,53,16,0,3,4
ERP2022191,P2022191,Digital Transformation,Data,725714156.12,On-Time,96,9,1,2,3
ERP2022192,P2022192,Blockchain,Security,5903693.26,Delayed,76,2,2,0,1
ERP2022193,P2022193,Digital Transformation,Consulting,683332715.91,On-Time,82,16,1,4,5
ERP2022194,P2022194,AI/ML,Data,1614648784.57,On-Time,94,3,0,0,5
ERP2022195,P2022195,Blockchain,Data,895417851.85,On-Time,93,10,1,4,2
ERP2022196,P2022196,Blockchain,Development,1271253577.88,Delayed,66,9,3,4,4
ERP2022197,P2022197,AI/ML,Consulting,690974979.95,Delayed,75,11,3,4,9
ERP2022198,P2022198,Data Analytics,Data,2032926493.51,On-Time,98,10,0,0,4
ERP2022199,P2022199,Digital Transformation,Security,318109.3,On-Time,98,1,0,5,2
ERP2022200,P2022200,Cloud Migration,Consulting,4057582.4,On-Time,80,7,0,3,2
ERP2022201,P2022201,Cybersecurity,Development,502048426.91,On-Time,96,7,0,4,3
ERP2022202,P2022202,Digital Transformation,Data,1231831.92,On-Time,84,8,1,3,4
ERP2022203,P2022203,Cybersecurity,Cloud,11242777.9,On-Time,88,9,1,5,2
ERP2022204,P2022204,Cloud Migration,Development,45461130.97,Delayed,83,13,1,5,6
ERP2022205,P2022205,Digital Transformation,Data,9184473.79,On-Time,89,9,1,5,5
ERP2022206,P2022206,Blockchain,Security,722213690.92,On-Time,89,2,0,2,5
ERP2022207,P2022207,Cloud Migration,Cloud,13506925.8,On-Time,95,17,0,0,1
ERP2022208,P2022208,Blockchain,Development,4357747.8,Delayed,66,8,1,2,4
ERP2022209,P2022209,Data Analytics,Cloud,6022684.37,On-Time,83,13,0,5,3
ERP2022210,P2022210,Digital Transformation,Security,10346171.52,On-Time,96,14,0,0,2
ERP2022211,P2022211,Data Analytics,Development,985218230.33,On-Time,94,13,1,4,2
ERP2022212,P2022212,IoT,Cloud,684588964.94,Delayed,85,10,0,5,10
ERP2022213,P2022213,Cloud Migration,Cloud,1264771371.14,On-Time,93,3,1,1,5
ERP2022214,P2022214,AI/ML,Development,43907251.49,On-Time,90,17,1,2,1
ERP2022215,P2022215,Blockchain,Consulting,416778298.46,On-Time,84,4,1,1,1
ERP2022216,P2022216,Digital Transformation,Security,905880203.01,On-Time,90,1,0,2,4
ERP2022217,P2022217,Blockchain,Development,16117640.33,On-Time,85,8,1,3,1
ERP2022218,P2022218,IoT,Consulting,5421430.0,On-Time,100,5,0,5,2
ERP2022219,P2022219,Blockchain,Consulting,12097530.84,Delayed,86,17,0,3,9
ERP2022220,P2022220,Blockchain,Data,27329742.92,On-Time,99,11,1,1,5
ERP2022221,P2022221,Digital Transformation,Cloud,5669007.47,Delayed,65,2,2,2,1
ERP2022222,P2022222,Digital Transformation,Development,1225400519.75,On-Time,98,15,0,0,1
ERP2022223,P2022223,Cybersecurity,Development,544933564.24,On-Time,96,3,0,2,3
ERP2022224,P2022224,Cybersecurity,Consulting,475804791.95,On-Time,98,11,0,0,4
ERP2022225,P2022225,ERP Implementation,Security,16234578.41,On-Time,80,5,1,2,4
ERP2022226,P2022226,Cybersecurity,Security,1200107047.21,On-Time,83,2,0,3,3
ERP2022227,P2022227,Data Analytics,Cloud,870284262.69,On-Time,92,10,0,2,1
ERP2022228,P2022228,Cybersecurity,Security,9728177.74,On-Time,83,8,0,1,2
ERP2022229,P2022229,Cybersecurity,Development,10163947.9,Delayed,44,14,2,0,2
ERP2022230,P2022230,Data Analytics,Development,1187301175.31,On-Time,87,3,0,5,2
ERP2022231,P2022231,Digital Transformation,Consulting,3851218.01,Delayed,78,2,1,4,10
ERP2022232,P2022232,Blockchain,Security,6162743.35,On-Time,84,9,1,4,1
ERP2022233,P2022233,Digital Transformation,Data,849023129.82,Completed Early,41,17,0,2,1
ERP2022234,P2022234,Cloud Migration,Cloud,607715548.77,On-Time,83,4,0,3,1
ERP2022235,P2022235,Digital Transformation,Consulting,693335118.87,Delayed,78,2,2,1,3
ERP2022236,P2022236,Digital Transformation,Cloud,1401067686.5,On-Time,80,14,1,4,3
ERP2022237,P2022237,Data Analytics,Security,2205426.3,On-Time,85,11,0,2,2
ERP2022238,P2022238,ERP Implementation,Consulting,4788724.21,Delayed,83,4,2,5,2
ERP2022239,P2022239,Data Analytics,Data,4712556.36,On-Time,98,2,0,3,4
ERP2022240,P2022240,Blockchain,Security,577616873.66,On-Time,83,3,0,0,3
ERP2022241,P2022241,Blockchain,Consulting,818941821.43,On-Time,86,1,1,5,4
ERP2022242,P2022242,Blockchain,Cloud,31998931.04,Delayed,35,14,0,0,5
ERP2022243,P2022243,ERP Implementation,Security,8570472.31,On-Time,97,3,0,0,4
ERP2022244,P2022244,IoT,Data,26532455.28,On-Time,91,15,0,5,1
ERP2022245,P2022245,ERP Implementation,Security,4487450.19,On-Time,99,7,0,5,2
ERP2022246,P2022246,IoT,Data,649643283.93,On-Time,86,14,1,1,5
ERP2022247,P2022247,IoT,Data,605508335.75,On-Time,99,16,0,2,2
ERP2022248,P2022248,Blockchain,Cloud,2995078.47,On-Time,100,2,1,2,4
ERP2022249,P2022249,Cybersecurity,Security,25287576.3,Delayed,59,9,0,3,8
ERP2022250,P2022250,IoT,Development,1267010210.92,On-Time,82,4,1,4,3
ERP2022251,P2022251,Data Analytics,Consulting,704275099.42,On-Time,80,2,0,0,3
ERP2022252,P2022252,ERP Implementation,Development,1010208358.24,On-Time,94,5,1,1,2
ERP2022253,P2022253,Data Analytics,Cloud,1013349951.71,On-Time,85,7,1,0,4
ERP2022254,P2022254,Cloud Migration,Data,1979422.61,On-Time,80,4,1,4,5
ERP2022255,P2022255,Digital Transformation,Data,1311447854.83,On-Time,97,15,0,4,2
ERP2022256,P2022256,Cloud Migration,Development,5738222.7,On-Time,81,11,0,4,3
ERP2022257,P2022257,AI/ML,Consulting,2704794.01,Delayed,47,16,1,3,2
ERP2022258,P2022258,AI/ML,Security,15164004.05,On-Time,92,11,1,2,1
ERP2022259,P2022259,AI/ML,Development,992057446.73,On-Time,93,16,0,2,5
ERP2022260,P2022260,Cloud Migration,Security,8832120.32,On-Time,83,9,0,3,1
ERP2022261,P2022261,AI/ML,Security,687669498.97,On-Time,100,7,0,5,4
ERP2022262,P2022262,IoT,Data,577049511.97,On-Time,89,1,0,2,4
ERP2022263,P2022263,ERP Implementation,Consulting,33911479.93,On-Time,94,14,1,1,5
ERP2022264,P2022264,Blockchain,Security,5617521.86,Completed Early,55,11,0,2,2
ERP2022265,P2022265,IoT,Development,845806135.99,On-Time,91,3,0,4,3
ERP2022266,P2022266,Cloud Migration,Security,555186.36,On-Time,80,2,0,3,5
ERP2022267,P2022267,Cloud Migration,Development,13029069.48,Completed Early,62,7,0,0,1
ERP2022268,P2022268,Digital Transformation,Consulting,1548945621.95,On-Time,85,10,1,5,2
ERP2022269,P2022269,Blockchain,Data,374971688.66,On-Time,91,12,1,2,5
ERP2022270,P2022270,Data Analytics,Cloud,748318986.36,On-Time,86,7,1,0,3
ERP2022271,P2022271,Blockchain,Data,7282069.85,On-Time,91,5,1,5,5
ERP2022272,P2022272,AI/ML,Security,32664373.56,On-Time,82,12,1,5,3
ERP2022273,P2022273,Digital Transformation,Cloud,822658320.78,On-Time,99,7,0,2,3
ERP2022274,P2022274,Data Analytics,Cloud,627143755.73,On-Time,100,16,0,5,1
ERP2022275,P2022275,Digital Transformation,Cloud,1094937130.59,Delayed,47,10,2,2,10
ERP2022276,P2022276,AI/ML,Security,10509827.08,Delayed,78,8,1,0,2
ERP2022277,P2022277,Data Analytics,Cloud,9828549.89,On-Time,98,4,1,2,2
ERP2022278,P2022278,ERP Implementation,Development,949313218.01,On-Time,96,12,0,4,5
ERP2022279,P2022279,Cybersecurity,Data,1100980051.63,On-Time,96,16,1,1,4
ERP2022280,P2022280,ERP Implementation,Data,15113012.21,On-Time,99,5,0,0,3
ERP2022281,P2022281,IoT,Cloud,34834155.0,On-Time,90,16,0,4,3
ERP2022282,P2022282,AI/ML,Data,760030301.23,On-Time,97,3,1,0,4
ERP2022283,P2022283,Digital Transformation,Development,1042631543.65,On-Time,97,3,0,0,3
ERP2022284,P2022284,Cybersecurity,Development,1079145065.42,Delayed,66,11,2,0,3
ERP2022285,P2022285,Data Analytics,Security,14959204.08,Delayed,85,16,2,3,3
ERP2022286,P2022286,IoT,Consulting,9360796.55,On-Time,83,14,1,3,3
ERP2022287,P2022287,IoT,Data,6930590.94,On-Time,91,2,0,5,4
ERP2022288,P2022288,AI/ML,Consulting,1358979117.76,On-Time,80,6,1,5,2
ERP2022289,P2022289,IoT,Consulting,42970183.0,Delayed,67,12,0,2,7
ERP2022290,P2022290,Cloud Migration,Data,1340502465.36,On-Time,80,6,1,2,4
ERP2022291,P2022291,Digital Transformation,Cloud,730978664.97,On-Time,82,9,1,5,4
ERP2022292,P2022292,Cloud Migration,Security,54645036.7,On-Time,90,17,0,5,5
ERP2022293,P2022293,Data Analytics,Security,31498186.45,Delayed,73,16,3,1,6
ERP2022294,P2022294,IoT,Data,810900166.77,Delayed,85,13,2,5,2
ERP2022295,P2022295,AI/ML,Data,892874223.68,On-Time,83,12,1,3,4
ERP2022296,P2022296,Data Analytics,Data,816336309.13,On-Time,94,15,1,0,4
ERP2022297,P2022297,Cybersecurity,Cloud,12225441.78,On-Time,92,8,1,4,4
ERP2022298,P2022298,IoT,Consulting,1152099043.46,Delayed,37,11,0,3,10
ERP2022299,P2022299,Cybersecurity,Security,1591989.49,Delayed,59,2,3,4,4
ERP2022300,P2022300,AI/ML,Cloud,603897603.27,On-Time,85,14,1,1,2
ERP2022301,P2022301,Digital Transformation,Data,3093265.22,On-Time,86,4,0,4,3
ERP2022302,P2022302,ERP Implementation,Development,13954548.83,On-Time,93,14,0,3,5
ERP2022303,P2022303,IoT,Data,1526746527.16,On-Time,94,2,1,0,4
ERP2022304,P2022304,Data Analytics,Development,455224.61,On-Time,87,2,1,5,1
ERP2022305,P2022305,Blockchain,Security,624867923.04,On-Time,95,1,1,3,4
ERP2022306,P2022306,Blockchain,Cloud,709828695.96,On-Time,81,8,0,2,3
ERP2022307,P2022307,ERP Implementation,Security,12822264.56,Delayed,51,9,0,3,6
ERP2022308,P2022308,ERP Implementation,Security,1621558398.35,On-Time,99,16,0,5,4
ERP2022309,P2022309,Digital Transformation,Data,1283256994.21,On-Time,89,2,1,4,4
ERP2022310,P2022310,ERP Implementation,Cloud,374867.62,On-Time,96,1,1,3,3
ERP2022311,P2022311,AI/ML,Consulting,13768260.68,Delayed,83,9,1,3,4
ERP2022312,P2022312,AI/ML,Development,13894535.12,On-Time,89,5,1,3,2
ERP2022313,P2022313,Cybersecurity,Security,14138572.78,On-Time,83,12,0,0,4
ERP2022314,P2022314,Data Analytics,Cloud,7127900.56,On-Time,92,4,1,3,4
ERP2022315,P2022315,Data Analytics,Consulting,3920858.84,Delayed,68,8,3,5,1
ERP2022316,P2022316,Data Analytics,Development,728320273.42,Delayed,87,9,3,5,8
ERP2022317,P2022317,Data Analytics,Data,30987971.37,On-Time,86,15,1,5,4
ERP2022318,P2022318,Cybersecurity,Data,1001224027.91,On-Time,88,8,1,3,3
ERP2022319,P2022319,Cybersecurity,Consulting,4513180.47,On-Time,95,15,1,2,1
ERP2022320,P2022320,Data Analytics,Data,1083854025.54,Delayed,40,9,0,5,3
ERP2022321,P2022321,Cloud Migration,Security,994926143.56,On-Time,88,5,1,2,4
ERP2022322,P2022322,IoT,Security,681082915.83,On-Time,88,15,0,3,4
ERP2022323,P2022323,AI/ML,Data,484556313.39,On-Time,85,5,0,2,5
ERP2022324,P2022324,Cloud Migration,Security,6242292.34,On-Time,80,11,1,5,4
ERP2022325,P2022325,Digital Transformation,Security,1634666.52,Completed Early,34,7,0,1,5
ERP2022326,P2022326,Blockchain,Data,6744781.85,On-Time,80,4,0,1,2
ERP2022327,P2022327,Cybersecurity,Data,865698606.07,Delayed,52,2,3,3,1
ERP2022328,P2022328,ERP Implementation,Consulting,1421971568.95,On-Time,87,7,1,0,5
ERP2022329,P2022329,Digital Transformation,Data,776648605.18,On-Time,97,5,0,3,5
ERP2022330,P2022330,Cloud Migration,Cloud,43439894.17,Delayed,41,15,2,3,10
ERP2022331,P2022331,Digital Transformation,Development,763747790.52,On-Time,81,16,0,4,5
ERP2022332,P2022332,Cloud Migration,Security,1767638.52,Delayed,52,3,3,1,9
ERP2022333,P2022333,AI/ML,Cloud,1015995814.03,On-Time,80,16,0,2,3
ERP2022334,P2022334,IoT,Consulting,1121198411.3,On-Time,92,6,1,3,1
ERP2022335,P2022335,Data Analytics,Data,27286985.31,On-Time,80,15,0,2,3
ERP2022336,P2022336,Data Analytics,Security,588115755.51,On-Time,86,14,1,0,1
ERP2022337,P2022337,Cloud Migration,Consulting,1071363905.68,On-Time,96,6,0,2,4
ERP2022338,P2022338,Data Analytics,Security,7826071.95,On-Time,98,14,1,2,5
ERP2022339,P2022339,Blockchain,Consulting,1314043.4,On-Time,88,5,0,2,5
ERP2022340,P2022340,Data Analytics,Consulting,536297034.04,On-Time,94,12,0,4,5
ERP2022341,P2022341,ERP Implementation,Data,18444417.25,Delayed,39,14,1,2,5
ERP2022342,P2022342,Digital Transformation,Cloud,1118595434.47,Delayed,83,14,2,2,9
ERP2022343,P2022343,Digital Transformation,Security,32154129.33,Delayed,86,14,0,2,8
ERP2022344,P2022344,Cloud Migration,Consulting,12661715.85,On-Time,86,8,0,4,5
ERP2022345,P2022345,IoT,Consulting,851046779.23,On-Time,92,13,1,5,3
ERP2022346,P2022346,Data Analytics,Security,598409847.73,On-Time,94,7,0,2,3
ERP2022347,P2022347,Data Analytics,Data,1182652.86,On-Time,92,7,0,3,2
ERP2022348,P2022348,ERP Implementation,Development,48147249.44,On-Time,83,17,0,3,2
ERP2022349,P2022349,Cloud Migration,Security,9976663.79,On-Time,99,11,1,1,1
ERP2022350,P2022350,Digital Transformation,Development,1734940734.09,On-Time,87,15,0,4,3
ERP2022351,P2022351,ERP Implementation,Development,3938447.85,Delayed,70,9,3,4,6
ERP2022352,P2022352,ERP Implementation,Consulting,1002751686.31,On-Time,100,7,0,2,1
ERP2022353,P2022353,AI/ML,Cloud,11133233.89,On-Time,87,4,0,0,4
ERP2022354,P2022354,IoT,Development,4376907.11,Delayed,41,12,2,3,3
ERP2022355,P2022355,Digital Transformation,Cloud,1865712398.12,On-Time,87,14,0,1,3
ERP2022356,P2022356,Digital Transformation,Development,14625189.75,Delayed,35,5,0,2,8
ERP2022357,P2022357,IoT,Consulting,5056254.68,On-Time,84,9,0,5,5
ERP2022358,P2022358,Cybersecurity,Security,1063643707.63,Delayed,54,4,1,4,10
ERP2022359,P2022359,AI/ML,Security,338588.62,Delayed,38,1,3,0,3
ERP2022360,P2022360,Cloud Migration,Data,1519857290.32,On-Time,91,14,1,5,3
ERP2022361,P2022361,Digital Transformation,Consulting,2900975.22,Delayed,44,2,0,3,7
ERP2022362,P2022362,Cybersecurity,Data,13994608.13,On-Time,81,17,0,0,5
ERP2022363,P2022363,Cloud Migration,Security,2137666.21,Delayed,65,13,3,3,5
ERP2022364,P2022364,Data Analytics,Cloud,1114806527.64,On-Time,100,10,0,2,3
ERP2022365,P2022365,Blockchain,Consulting,824510026.63,On-Time,95,16,1,5,1
ERP2022366,P2022366,Cloud Migration,Data,11465277.68,On-Time,91,8,0,1,4
ERP2022367,P2022367,AI/ML,Consulting,498538891.15,On-Time,82,2,0,1,2
ERP2022368,P2022368,Blockchain,Development,4310009.61,Delayed,41,3,0,1,7
ERP2022369,P2022369,IoT,Security,524566166.2,Delayed,57,14,2,3,4
ERP2022370,P2022370,Blockchain,Security,54502914.41,Delayed,32,17,0,3,10
ERP2022371,P2022371,AI/ML,Cloud,1631739266.19,Delayed,42,3,0,1,5
ERP2022372,P2022372,Data Analytics,Data,848968000.04,Delayed,32,6,1,4,10
ERP2022373,P2022373,IoT,Consulting,884071825.69,Delayed,63,15,2,1,5
ERP2022374,P2022374,Data Analytics,Cloud,930309713.31,Delayed,65,6,0,5,2
ERP2022375,P2022375,IoT,Security,853663208.83,On-Time,96,1,0,4,2
ERP2022376,P2022376,Blockchain,Cloud,787544633.04,On-Time,82,9,0,5,4
ERP2022377,P2022377,Data Analytics,Security,683877926.22,On-Time,91,11,1,1,2
ERP2022378,P2022378,Cybersecurity,Data,37612636.12,On-Time,88,15,1,3,4
ERP2022379,P2022379,IoT,Security,12934019.33,On-Time,92,14,0,4,2
ERP2022380,P2022380,AI/ML,Data,651973994.55,Delayed,31,17,1,3,1
ERP2022381,P2022381,AI/ML,Data,865309597.09,On-Time,96,14,1,2,4
ERP2022382,P2022382,IoT,Development,928311778.29,On-Time,88,1,1,0,5
ERP2022383,P2022383,Digital Transformation,Cloud,844765754.64,On-Time,85,14,1,0,3
ERP2022384,P2022384,Cybersecurity,Cloud,1450464.25,On-Time,90,5,1,1,5
ERP2022385,P2022385,Cybersecurity,Security,2512074.37,On-Time,100,9,1,5,3
ERP2022386,P2022386,AI/ML,Security,835178275.76,Completed Early,33,8,1,1,5
ERP2022387,P2022387,Digital Transformation,Data,805893860.01,On-Time,89,6,1,5,5
ERP2022388,P2022388,AI/ML,Consulting,909922010.51,On-Time,87,2,0,4,4
ERP2022389,P2022389,Cloud Migration,Consulting,13427193.88,On-Time,97,9,1,2,2
ERP2022390,P2022390,Digital Transformation,Security,821184674.72,On-Time,87,15,1,3,4
ERP2022391,P2022391,Blockchain,Consulting,1258270762.26,Delayed,57,8,0,5,5
ERP2022392,P2022392,Cybersecurity,Security,945888833.05,On-Time,81,8,0,4,4
ERP2022393,P2022393,IoT,Cloud,7682355.78,On-Time,90,8,1,5,2
ERP2022394,P2022394,Data Analytics,Security,26826092.79,On-Time,86,11,0,5,3
ERP2022395,P2022395,Data Analytics,Data,1848874.93,Delayed,87,1,1,2,8
ERP2022396,P2022396,Digital Transformation,Consulting,867606883.73,Delayed,70,5,3,3,9
ERP2022397,P2022397,Digital Transformation,Security,1401340605.28,On-Time,94,6,0,2,3
ERP2022398,P2022398,Cloud Migration,Security,22835471.86,On-Time,84,9,0,2,5
ERP2022399,P2022399,IoT,Security,447366509.95,Completed Early,46,16,0,2,5
ERP2022400,P2022400,Cloud Migration,Cloud,843184218.37,On-Time,94,2,1,4,2
ERP2022401,P2022401,ERP Implementation,Security,1440761727.1,On-Time,96,11,0,0,1
ERP2022402,P2022402,Digital Transformation,Data,15977085.83,On-Time,95,15,1,4,3
ERP2022403,P2022403,ERP Implementation,Security,9148530.17,On-Time,82,5,1,0,4
ERP2022404,P2022404,Cybersecurity,Consulting,21605600.91,Completed Early,61,9,1,0,4
ERP2022405,P2022405,Data Analytics,Cloud,3816642.06,On-Time,94,4,0,0,3
ERP2022406,P2022406,AI/ML,Development,474738333.98,On-Time,86,18,1,1,3
ERP2022407,P2022407,IoT,Consulting,1124186975.05,Delayed,89,3,1,2,8
ERP2022408,P2022408,Cybersecurity,Cloud,8311587.01,Delayed,56,14,1,2,8
ERP2022409,P2022409,Cybersecurity,Data,13903782.5,On-Time,93,9,1,1,4
ERP2022410,P2022410,Cybersecurity,Development,884335611.76,Delayed,31,16,1,0,2
ERP2022411,P2022411,ERP Implementation,Cloud,2653849.11,On-Time,85,5,1,4,4
ERP2022412,P2022412,AI/ML,Data,2799059.61,On-Time,88,2,1,2,1
ERP2022413,P2022413,Digital Transformation,Consulting,849243727.51,On-Time,91,16,1,4,2
ERP2022414,P2022414,Cloud Migration,Data,3259205.91,On-Time,95,16,0,4,5
ERP2022415,P2022415,Digital Transformation,Development,20352970.92,Delayed,62,17,1,3,2
ERP2022416,P2022416,Cloud Migration,Data,4907325.91,On-Time,98,6,0,1,2
ERP2022417,P2022417,Digital Transformation,Security,6457690.75,On-Time,99,3,0,2,4
ERP2022418,P2022418,Cloud Migration,Development,16764976.98,Delayed,45,9,3,1,3
ERP2022419,P2022419,Digital Transformation,Data,783546193.53,Completed Early,74,15,1,4,1
ERP2022420,P2022420,Digital Transformation,Cloud,1192065.09,Delayed,38,7,3,5,10
ERP2022421,P2022421,IoT,Data,37494427.53,Delayed,84,15,0,4,6
ERP2022422,P2022422,ERP Implementation,Data,1042085380.23,Delayed,47,15,3,3,2
ERP2022423,P2022423,Blockchain,Cloud,26188039.91,Delayed,37,15,1,4,1
ERP2022424,P2022424,Blockchain,Development,14639010.22,On-Time,92,11,1,4,4
ERP2022425,P2022425,Blockchain,Consulting,3861295.17,On-Time,83,6,0,4,2
ERP2022426,P2022426,Data Analytics,Cloud,6386904.29,On-Time,88,4,0,1,4
ERP2022427,P2022427,IoT,Security,547749397.59,On-Time,81,15,0,2,5
ERP2022428,P2022428,ERP Implementation,Security,10884593.27,On-Time,97,15,1,2,2
ERP2022429,P2022429,Blockchain,Consulting,34502515.1,On-Time,89,13,1,4,3
ERP2022430,P2022430,ERP Implementation,Cloud,911804864.91,Completed Early,30,3,1,5,3
ERP2022431,P2022431,Cloud Migration,Security,3537999.49,Completed Early,41,2,1,3,4
ERP2022432,P2022432,IoT,Data,3346625.14,Delayed,57,15,2,1,9
ERP2022433,P2022433,Cybersecurity,Security,621692803.63,On-Time,97,16,0,2,3
ERP2022434,P2022434,Cybersecurity,Security,1215682587.11,Delayed,43,9,1,5,5
ERP2022435,P2022435,Blockchain,Development,1596068.42,On-Time,86,7,1,1,2
ERP2022436,P2022436,Cybersecurity,Cloud,812676643.52,Delayed,55,2,0,4,2
ERP2022437,P2022437,Cloud Migration,Cloud,9721525.17,On-Time,89,17,1,4,5
ERP2022438,P2022438,Digital Transformation,Consulting,2102365.02,On-Time,84,1,1,1,4
ERP2022439,P2022439,IoT,Security,926208530.24,On-Time,99,2,0,4,2
ERP2022440,P2022440,AI/ML,Security,3844843.81,Delayed,60,6,3,2,5
ERP2022441,P2022441,IoT,Security,945146898.77,On-Time,85,16,1,0,2
ERP2022442,P2022442,IoT,Development,1595436.74,On-Time,90,3,1,0,1
ERP2022443,P2022443,IoT,Data,604763893.25,On-Time,81,16,0,2,4
ERP2022444,P2022444,Data Analytics,Development,2975992.64,On-Time,91,3,0,5,2
ERP2022445,P2022445,ERP Implementation,Data,1383002757.18,Delayed,52,6,1,2,5
ERP2022446,P2022446,Data Analytics,Development,1006211507.91,On-Time,93,17,0,5,1
ERP2022447,P2022447,Cybersecurity,Cloud,16134089.79,On-Time,91,11,1,3,4
ERP2022448,P2022448,ERP Implementation,Development,1021628921.42,On-Time,81,16,1,0,4
ERP2022449,P2022449,Digital Transformation,Security,564481630.12,On-Time,81,11,1,5,3
ERP2022450,P2022450,Blockchain,Development,1044286933.5,On-Time,91,10,0,2,4
ERP2022451,P2022451,Data Analytics,Data,1113474281.47,On-Time,86,1,0,0,4
