tender_id,client_name,tech_domain,service_type,communication_channel,estimated_value,margin_pct,industry,team_size,status,is_rfp,submission_date,decision_date,complexity
T2022050,Wilkerson-Day Systems,IoT,Implementation,Conference,1647389987.56,29.39,IoT,6,Awarded,True,2021-09-22,2021-08-29,Medium
T2022051,"Snyder, Campos and Callahan Technologies",Digital Transformation,Managed Services,LinkedIn,788164111.98,18.48,Digital Transformation,3,Lost,True,2023-12-02,2024-01-09,Medium
T2022052,Rodriguez-Graham Systems,ERP Implementation,Managed Services,Email,1442376971.59,12.22,AI/ML,15,Awarded,True,2023-04-07,2021-03-11,Medium
T2022053,Harrell LLC Solutions,Data Analytics,Strategy,Referral,2035879061.0,21.6,ERP Implementation,5,Awarded,True,2021-03-18,2023-03-10,High
T2022054,Garcia-James Solutions,AI/ML,Integration,LinkedIn,2000558421.87,24.59,IoT,4,Submitted,False,2021-04-09,2021-09-25,Medium
T2022055,James Group Systems,ERP Implementation,Implementation,LinkedIn,1168213324.39,21.06,ERP Implementation,10,Awarded,True,2022-09-09,2023-06-11,Medium
T2022056,"Dyer, Potter and Mack Solutions",AI/ML,Assessment,Conference,1355581178.43,32.28,AI/ML,5,Lost,True,2021-08-30,2022-09-01,Low
T2022057,IoT Connect,IoT,Optimization,Conference,1674442052.23,31.81,IoT,7,Awarded,True,2023-04-20,2022-09-27,Low
T2022058,"Hoffman, Baker and Richards Systems",Cybersecurity,Managed Services,LinkedIn,1258071471.77,30.57,Cybersecurity,7,Submitted,True,2021-07-02,2021-09-14,High
T2022059,"Dyer, Potter and Mack Solutions",AI/ML,Strategy,Email,1182233865.21,33.18,AI/ML,8,Awarded,True,2022-06-09,2022-05-19,Medium
T2022060,Blair PLC Solutions,AI/ML,Optimization,LinkedIn,719958954.84,36.54,AI/ML,5,Submitted,True,2022-10-03,2023-06-22,High
T2022061,IoT Connect,AI/ML,Integration,LinkedIn,1503008355.91,28.26,IoT,5,Awarded,True,2023-06-16,2022-08-03,High
T2022062,BlockChain Innovations,Blockchain,Assessment,LinkedIn,1138025156.25,40.85,Blockchain,4,Awarded,True,2023-03-01,2023-10-07,High
T2022063,Frazier Inc Systems,Cybersecurity,Optimization,LinkedIn,1334776622.18,30.09,Data Analytics,4,Submitted,True,2023-09-16,2023-07-17,Low
T2022064,James Group Systems,AI/ML,Assessment,Referral,952179248.59,32.3,ERP Implementation,5,Lost,True,2023-04-23,2023-07-22,Low
T2022065,Garcia-James Solutions,IoT,Integration,LinkedIn,896710338.81,32.98,IoT,6,Lost,True,2021-07-15,2023-07-06,Medium
T2022066,"Henderson, Ramirez and Lewis Solutions",AI/ML,Implementation,Conference,721599040.99,37.04,AI/ML,7,Lost,True,2021-04-22,2021-02-23,Medium
T2022067,"Mcclain, Miller and Henderson Solutions",Data Analytics,Optimization,Conference,1385787661.65,33.15,Data Analytics,10,Submitted,False,2022-10-19,2022-06-08,Medium
T2022068,Abbott-Munoz Systems,Blockchain,Assessment,LinkedIn,1614938276.76,41.28,Blockchain,9,Lost,True,2023-06-29,2023-08-06,Low
T2022069,Morales-Jones Technologies,Digital Transformation,Integration,LinkedIn,1630359367.77,30.33,Digital Transformation,10,Awarded,True,2023-04-25,2021-04-14,Medium
T2022070,TechNovate Solutions,Digital Transformation,Integration,Referral,819235534.97,12.8,Digital Transformation,6,Awarded,False,2023-01-15,2021-05-22,High
T2022071,"Watts, Robinson and Nguyen Technologies",Data Analytics,Integration,Referral,1212054383.0,24.88,Data Analytics,10,Awarded,False,2021-08-22,2021-08-18,High
T2022072,Blake and Sons Solutions,Data Analytics,Training,LinkedIn,967312470.4,30.59,Data Analytics,7,Awarded,False,2021-04-04,2022-01-02,Medium
T2022073,"Baker, Mason and White Solutions",IoT,Implementation,LinkedIn,958749509.72,32.93,Cloud Migration,6,Submitted,False,2022-03-18,2023-08-25,High
T2022074,"Guzman, Hoffman and Baldwin Technologies",Cloud Migration,Integration,Referral,788589882.74,21.94,IoT,8,Lost,True,2023-07-12,2023-08-25,Medium
T2022075,"Walter, Edwards and Rios Technologies",Data Analytics,Training,Conference,801703901.31,23.38,Data Analytics,3,Lost,False,2023-09-17,2023-12-08,High
T2022076,Davis and Sons Technologies,Cloud Migration,Strategy,LinkedIn,1649681074.45,20.12,Cloud Migration,10,Awarded,True,2022-10-22,2023-11-29,High
T2022077,"Adams, Zuniga and Wong Technologies",Data Analytics,Managed Services,LinkedIn,2649057884.45,23.25,Blockchain,8,Awarded,True,2023-04-26,2023-12-16,Medium
T2022078,Smith-Bowen Systems,IoT,Implementation,LinkedIn,1271173232.5,34.47,IoT,6,Submitted,False,2022-12-09,2021-10-29,High
T2022079,Frazier Inc Systems,Cybersecurity,Integration,Conference,1483764450.19,25.71,Data Analytics,6,Submitted,True,2023-09-11,2023-06-04,Medium
T2022080,Baker and Sons Systems,Blockchain,Training,Referral,1247438671.65,37.12,Blockchain,3,Submitted,True,2021-04-19,2021-05-26,Low
T2022081,"Mcclain, Miller and Henderson Solutions",Digital Transformation,Integration,LinkedIn,1168442274.16,34.8,Data Analytics,3,Awarded,True,2021-03-08,2023-02-04,High
T2022082,IoT Connect,IoT,Integration,Conference,973883604.06,37.75,IoT,6,Awarded,True,2023-11-13,2022-09-12,Medium
T2022083,SecureNet Systems,IoT,Training,Conference,2045678732.02,31.83,Cybersecurity,8,Submitted,False,2022-02-20,2023-07-27,High
T2022084,"Ferrell, Rice and Maddox Systems",ERP Implementation,Optimization,Referral,2071398554.71,16.87,IoT,11,Awarded,True,2023-07-09,2022-01-29,High
T2022085,AI Nexus,AI/ML,Strategy,LinkedIn,1015874084.88,38.54,AI/ML,8,Awarded,True,2022-06-26,2021-10-24,Low
T2022086,Garcia-James Solutions,IoT,Strategy,Conference,1610034773.04,35.16,IoT,5,Submitted,True,2021-04-15,2022-10-09,Medium
T2022087,"Ross, Robinson and Bright Solutions",ERP Implementation,Training,LinkedIn,750828531.2,23.11,ERP Implementation,13,Submitted,True,2021-05-20,2023-12-01,Low
T2022088,Baker and Sons Systems,Blockchain,Implementation,LinkedIn,1116539144.14,36.36,Blockchain,6,Awarded,True,2022-08-25,2022-04-23,High
T2022089,Carlson-Cruz Labs,Cybersecurity,Strategy,Email,1448735448.29,29.63,Cybersecurity,4,Awarded,True,2022-05-15,2021-04-22,Medium
T2022090,Arnold Ltd Solutions,Digital Transformation,Assessment,Referral,805643561.58,22.89,Digital Transformation,4,Submitted,False,2021-02-20,2023-12-25,High
T2022091,Galloway-Wyatt Technologies,IoT,Strategy,Conference,1444358337.17,33.9,IoT,10,Submitted,True,2022-10-19,2023-12-19,Low
T2022092,IoT Connect,IoT,Integration,Email,1663167072.53,34.8,IoT,3,Submitted,True,2022-03-13,2023-06-18,High
T2022093,"Gardner, Robinson and Lawrence Technologies",AI/ML,Integration,Conference,1380220771.61,39.17,AI/ML,7,Lost,True,2021-11-11,2021-03-20,Medium
T2022094,"Mcclure, Ward and Lee Systems",Data Analytics,Optimization,LinkedIn,730665995.6,27.65,Data Analytics,5,Submitted,True,2022-04-12,2022-07-14,Medium
T2022095,Gray-Mayo Systems,Digital Transformation,Assessment,Conference,1279917660.57,24.15,Digital Transformation,3,Awarded,True,2021-05-10,2021-05-04,High
T2022096,AI Nexus,AI/ML,Optimization,LinkedIn,819930965.48,36.36,AI/ML,6,Awarded,True,2022-07-31,2023-07-16,Medium
T2022097,"Dyer, Potter and Mack Solutions",AI/ML,Implementation,LinkedIn,1649439112.06,29.59,AI/ML,5,Awarded,False,2022-08-28,2021-11-22,Medium
T2022098,Harrell LLC Solutions,ERP Implementation,Training,Email,1475415509.16,19.8,ERP Implementation,8,Lost,True,2021-03-27,2021-02-10,Medium
T2022099,"Flowers, Martin and Kelly Technologies",Digital Transformation,Implementation,Email,1213387802.19,22.14,Digital Transformation,7,Awarded,False,2022-12-06,2022-04-09,Medium
T2022100,Frazier Inc Systems,Cybersecurity,Training,LinkedIn,1030120745.05,34.69,Data Analytics,5,Lost,True,2022-01-07,2021-05-22,High
T2022101,"Hoffman, Baker and Richards Systems",Cybersecurity,Integration,Conference,1046872193.74,30.48,Cybersecurity,6,Submitted,True,2023-09-25,2022-12-09,Medium
T2022102,"Dyer, Potter and Mack Solutions",AI/ML,Strategy,LinkedIn,1096077398.38,32.83,AI/ML,8,Lost,True,2023-07-12,2022-12-04,Medium
T2022103,Dudley Group Systems,IoT,Optimization,LinkedIn,1041711314.52,33.11,IoT,8,Awarded,True,2021-01-10,2022-11-03,Medium
T2022104,Blake and Sons Solutions,IoT,Implementation,LinkedIn,919529871.65,38.28,Data Analytics,8,Awarded,True,2023-09-10,2023-09-05,Medium
T2022105,Dudley Group Systems,IoT,Optimization,LinkedIn,1053976469.12,31.07,IoT,4,Submitted,False,2022-02-07,2022-07-24,High
T2022106,"Ferrell, Rice and Maddox Systems",IoT,Optimization,LinkedIn,1275650028.53,39.23,IoT,3,Awarded,True,2023-04-10,2022-04-11,High
T2022107,"Hoffman, Baker and Richards Systems",Cybersecurity,Assessment,Referral,770143305.91,35.16,Cybersecurity,8,Awarded,True,2023-03-15,2022-05-03,High
T2022108,"Snyder, Campos and Callahan Technologies",Digital Transformation,Assessment,LinkedIn,1570475878.45,23.34,Digital Transformation,4,Awarded,True,2022-05-05,2022-01-05,High
T2022109,"Rodriguez, Figueroa and Sanchez Technologies",Cloud Migration,Integration,LinkedIn,1655550454.7,25.41,Cloud Migration,10,Awarded,False,2021-03-24,2022-04-24,High
T2022110,Blake and Sons Solutions,Data Analytics,Integration,LinkedIn,1835457325.37,25.41,Data Analytics,3,Submitted,False,2023-01-10,2023-04-05,Medium
T2022111,"Watts, Robinson and Nguyen Technologies",AI/ML,Strategy,Email,1078571924.39,46.49,Data Analytics,6,Awarded,True,2022-07-15,2022-07-24,Medium
T2022112,"Ross, Robinson and Bright Solutions",ERP Implementation,Training,Conference,1859866638.03,17.77,ERP Implementation,13,Awarded,False,2023-11-25,2022-06-30,Medium
T2022113,Blake and Sons Solutions,Data Analytics,Assessment,LinkedIn,1028016722.46,35.9,Data Analytics,8,Awarded,False,2021-01-14,2023-11-24,High
T2022114,Gray-Mayo Systems,Digital Transformation,Implementation,LinkedIn,1105120147.0,19.9,Digital Transformation,7,Submitted,True,2021-08-31,2022-05-17,Medium
T2022115,"Mcclure, Ward and Lee Systems",Blockchain,Implementation,Conference,912920806.6,33.28,Data Analytics,10,Awarded,True,2023-04-22,2021-03-17,Medium
T2022116,"Rodriguez, Figueroa and Sanchez Technologies",Cloud Migration,Training,LinkedIn,955185394.0,19.98,Cloud Migration,8,Submitted,True,2022-01-04,2023-12-25,High
T2022117,Burton Ltd Solutions,AI/ML,Strategy,Referral,1290144028.06,34.83,Cybersecurity,6,Submitted,True,2023-08-24,2023-10-14,Low
T2022118,"Adams, Zuniga and Wong Technologies",Blockchain,Training,Conference,891351195.66,47.75,Blockchain,5,Awarded,True,2022-12-03,2023-08-17,Medium
T2022119,AI Nexus,AI/ML,Strategy,LinkedIn,1127827018.33,39.92,AI/ML,4,Submitted,False,2023-10-30,2023-06-09,High
T2022120,Burton Ltd Solutions,Cybersecurity,Training,Conference,1472461204.76,29.75,Cybersecurity,8,Submitted,False,2023-10-28,2021-09-28,Low
T2022121,"Dyer, Potter and Mack Solutions",AI/ML,Optimization,Conference,1348796031.33,29.39,AI/ML,4,Awarded,True,2023-05-12,2023-02-28,High
T2022122,Smith-Bowen Systems,IoT,Optimization,LinkedIn,1394066228.98,32.83,IoT,10,Awarded,True,2021-07-20,2023-06-21,Low
T2022123,Perez Inc Solutions,Cloud Migration,Managed Services,LinkedIn,2512000591.33,26.45,AI/ML,14,Submitted,False,2021-01-15,2024-01-06,Low
T2022124,TechNovate Solutions,Digital Transformation,Assessment,LinkedIn,1025510313.51,18.81,Digital Transformation,8,Awarded,True,2022-06-04,2022-07-20,High
T2022125,"Reid, Ferguson and Sanchez Technologies",IoT,Optimization,Conference,1018006503.17,28.88,IoT,9,Submitted,True,2023-09-16,2022-02-01,Medium
T2022126,"Hoffman, Baker and Richards Systems",Cybersecurity,Managed Services,Email,1718057687.64,26.81,Cybersecurity,8,Awarded,True,2021-10-10,2021-10-01,High
T2022127,Gray-Mayo Systems,Cybersecurity,Assessment,LinkedIn,1013353931.73,37.1,Digital Transformation,8,Awarded,False,2021-04-17,2021-12-26,Medium
T2022128,"Ferrell, Rice and Maddox Systems",IoT,Assessment,LinkedIn,1385296379.2,27.84,IoT,5,Lost,True,2021-05-12,2022-07-23,Medium
T2022129,BlockChain Innovations,Blockchain,Training,Conference,1454073586.26,37.24,Blockchain,9,Awarded,True,2021-04-28,2022-01-24,Medium
T2022130,Gray-Mayo Systems,Digital Transformation,Implementation,Referral,763201042.83,23.01,Digital Transformation,7,Submitted,True,2023-11-23,2022-05-20,Medium
T2022131,Rodriguez-Graham Systems,AI/ML,Implementation,LinkedIn,2061126635.97,42.74,AI/ML,4,Submitted,True,2023-03-30,2023-01-24,Medium
T2022132,"Flowers, Martin and Kelly Technologies",Digital Transformation,Strategy,Conference,1070556893.24,18.94,Digital Transformation,4,Awarded,False,2022-12-14,2023-01-12,High
T2022133,Abbott-Munoz Systems,Blockchain,Assessment,Email,1329531306.55,41.43,Blockchain,10,Awarded,True,2023-04-14,2023-12-03,Low
T2022134,AI Nexus,AI/ML,Optimization,LinkedIn,2198006479.02,38.29,AI/ML,4,Awarded,True,2022-05-28,2023-07-26,High
T2022135,"Ross, Robinson and Bright Solutions",ERP Implementation,Optimization,LinkedIn,946485402.25,19.12,ERP Implementation,13,Awarded,True,2021-02-26,2023-10-15,Low
T2022136,AI Nexus,AI/ML,Integration,Conference,965808630.04,28.1,AI/ML,5,Awarded,False,2023-04-25,2023-01-24,Medium
T2022137,TechNovate Solutions,Digital Transformation,Assessment,LinkedIn,2060310709.11,21.83,Digital Transformation,4,Awarded,False,2021-06-05,2024-03-11,High
T2022138,Perez Inc Solutions,AI/ML,Managed Services,LinkedIn,1286114718.52,32.41,AI/ML,8,Submitted,False,2022-01-25,2023-11-18,High
T2022139,"Henderson, Ramirez and Lewis Solutions",Digital Transformation,Optimization,LinkedIn,1717736479.89,21.92,AI/ML,6,Submitted,True,2021-11-16,2021-09-06,Low
T2022140,BlockChain Innovations,Blockchain,Optimization,Conference,1025549749.88,52.63,Blockchain,3,Lost,False,2023-09-15,2023-03-02,Medium
T2022141,Morales-Jones Technologies,Digital Transformation,Assessment,Conference,1644995592.95,19.55,Digital Transformation,7,Submitted,True,2021-04-21,2024-01-12,High
T2022142,Perez Inc Solutions,AI/ML,Optimization,LinkedIn,2092797399.65,38.41,AI/ML,7,Awarded,True,2021-09-04,2023-12-28,Medium
T2022143,Smith-Bowen Systems,IoT,Training,Conference,1079720071.84,34.92,IoT,9,Submitted,True,2022-06-16,2022-02-18,Medium
T2022144,"Henderson, Ramirez and Lewis Solutions",AI/ML,Managed Services,Email,1677157701.38,37.95,AI/ML,6,Submitted,True,2023-05-09,2023-03-04,Medium
T2022145,"Flowers, Martin and Kelly Technologies",Digital Transformation,Training,LinkedIn,1400279208.48,26.1,Digital Transformation,5,Awarded,False,2022-07-07,2022-05-28,Medium
T2022146,James Group Systems,ERP Implementation,Assessment,Referral,1707923182.38,25.33,ERP Implementation,10,Lost,True,2023-10-21,2021-11-02,High
T2022147,"Ferrell, Rice and Maddox Systems",IoT,Managed Services,Referral,1460972643.83,38.91,IoT,10,Submitted,False,2021-04-08,2023-04-26,Low
T2022148,"Mcclain, Miller and Henderson Solutions",Data Analytics,Optimization,Referral,1256717983.92,27.16,Data Analytics,10,Awarded,True,2022-11-17,2022-07-17,Medium
T2022149,"Hoffman, Baker and Richards Systems",Cybersecurity,Strategy,Referral,941207871.16,36.03,Cybersecurity,6,Awarded,True,2022-02-12,2024-02-07,Low
T2022150,Blair PLC Solutions,AI/ML,Optimization,Conference,1068747923.49,36.84,AI/ML,7,Awarded,False,2023-02-20,2022-09-09,Medium
T2022151,Doyle Ltd Solutions,ERP Implementation,Optimization,Conference,1764778171.85,20.14,Digital Transformation,14,Lost,True,2022-12-05,2022-05-13,Medium
T2022152,Frazier Inc Systems,Data Analytics,Managed Services,LinkedIn,1219474961.25,28.96,Data Analytics,9,Lost,False,2023-01-14,2024-01-02,High
T2022153,"Adams, Zuniga and Wong Technologies",Blockchain,Integration,Referral,1504356920.96,33.2,Blockchain,5,Submitted,True,2021-06-13,2022-04-07,Low
T2022154,IoT Connect,IoT,Training,Email,2301280849.53,35.23,IoT,10,Submitted,False,2023-12-10,2021-07-20,Low
T2022155,Carlson-Cruz Labs,Cybersecurity,Managed Services,Conference,1284326607.76,28.46,Cybersecurity,7,Submitted,False,2023-06-27,2021-10-16,Low
T2022156,"Mcclain, Miller and Henderson Solutions",Data Analytics,Optimization,Conference,1930396507.21,29.25,Data Analytics,8,Awarded,False,2022-07-12,2024-02-28,Medium
T2022157,Smith-Bowen Systems,IoT,Integration,Conference,1307603274.1,31.52,IoT,10,Awarded,False,2023-06-10,2024-01-08,Medium
T2022158,Baker and Sons Systems,Blockchain,Optimization,LinkedIn,1271849549.19,43.04,Blockchain,6,Submitted,True,2023-04-25,2022-07-17,Low
T2022159,TechNovate Solutions,Digital Transformation,Managed Services,Referral,1274707116.8,19.77,Digital Transformation,5,Submitted,True,2023-10-05,2023-10-05,Medium
T2022160,"Reid, Ferguson and Sanchez Technologies",Data Analytics,Implementation,Referral,883852444.92,33.37,IoT,8,Awarded,True,2023-03-20,2022-06-26,Low
T2022161,"Romero, Gonzalez and Brooks Labs",Blockchain,Managed Services,Referral,974776755.96,40.66,Blockchain,6,Submitted,True,2023-11-25,2022-08-10,Medium
T2022162,"Romero, Gonzalez and Brooks Labs",Blockchain,Optimization,LinkedIn,761498840.42,45.98,Blockchain,6,Submitted,True,2021-08-15,2023-08-21,Medium
T2022163,Abbott-Munoz Systems,Blockchain,Implementation,LinkedIn,1346694409.97,37.21,Blockchain,3,Submitted,True,2022-01-16,2021-08-28,Medium
T2022164,"Rodriguez, Figueroa and Sanchez Technologies",AI/ML,Strategy,LinkedIn,1179115243.64,42.83,Cloud Migration,5,Awarded,True,2022-10-01,2023-11-17,High
T2022165,"Watts, Robinson and Nguyen Technologies",Data Analytics,Optimization,LinkedIn,2114538452.4,25.22,Data Analytics,4,Awarded,True,2022-06-30,2023-04-14,Low
T2022166,Perez Inc Solutions,AI/ML,Optimization,Referral,621790322.63,27.76,AI/ML,6,Awarded,True,2022-05-25,2023-03-30,High
T2022167,Gray-Mayo Systems,Digital Transformation,Assessment,Email,1034453403.58,24.2,Digital Transformation,6,Awarded,True,2022-03-03,2023-09-26,Medium
T2022168,Dudley Group Systems,Cybersecurity,Integration,Conference,1487350540.22,24.89,IoT,4,Lost,True,2022-06-03,2023-10-13,Medium
T2022169,"Guzman, Hoffman and Baldwin Technologies",IoT,Strategy,LinkedIn,1015382971.16,33.22,IoT,6,Submitted,True,2021-01-31,2022-01-08,High
T2022170,"Snyder, Campos and Callahan Technologies",Digital Transformation,Strategy,Referral,1562405530.81,15.6,Digital Transformation,3,Awarded,True,2021-11-14,2023-03-02,High
T2022171,"Henderson, Ramirez and Lewis Solutions",AI/ML,Managed Services,LinkedIn,1167350537.28,38.25,AI/ML,8,Lost,False,2021-05-03,2021-06-02,Medium
T2022172,Doyle Ltd Solutions,Cloud Migration,Managed Services,LinkedIn,872374924.79,34.23,Digital Transformation,11,Lost,False,2022-12-13,2023-07-18,High
T2022173,CloudScape Technologies,Cloud Migration,Managed Services,LinkedIn,977181394.94,17.37,Cloud Migration,10,Lost,True,2023-06-16,2024-03-20,Medium
T2022174,Smith-Bowen Systems,IoT,Managed Services,Conference,1293680525.94,31.77,IoT,8,Awarded,True,2021-11-25,2021-06-21,Medium
T2022175,Gray-Mayo Systems,Digital Transformation,Assessment,LinkedIn,1336569238.36,20.79,Digital Transformation,8,Submitted,True,2023-02-16,2022-02-14,High
T2022176,Carlson-Cruz Labs,Data Analytics,Integration,LinkedIn,1854506871.51,21.74,Cybersecurity,4,Lost,False,2022-01-24,2024-01-09,Medium
T2022177,"Hoffman, Baker and Richards Systems",Cybersecurity,Integration,LinkedIn,1681486446.01,29.59,Cybersecurity,7,Awarded,True,2021-05-17,2021-04-30,High
T2022178,"Rodriguez, Figueroa and Sanchez Technologies",Cloud Migration,Assessment,LinkedIn,1379216256.53,26.71,Cloud Migration,9,Submitted,True,2023-03-07,2023-10-31,Medium
T2022179,Smith-Bowen Systems,IoT,Training,LinkedIn,1375478966.92,34.85,IoT,6,Awarded,True,2022-03-04,2023-11-03,High
T2022180,BlockChain Innovations,Blockchain,Training,Conference,1791825981.1,43.21,Blockchain,8,Awarded,False,2023-01-26,2021-05-30,High
T2022181,Abbott-Munoz Systems,Blockchain,Strategy,Conference,1487639401.46,40.98,Blockchain,7,Lost,False,2021-07-18,2021-08-26,High
T2022182,Baker and Sons Systems,Blockchain,Training,LinkedIn,1852478749.14,39.55,Blockchain,6,Awarded,True,2023-05-01,2021-09-04,High
T2022183,"Ross, Robinson and Bright Solutions",ERP Implementation,Strategy,Conference,2064259511.25,16.62,ERP Implementation,14,Submitted,True,2023-04-03,2023-11-30,Medium
T2022184,"Mcclain, Miller and Henderson Solutions",Data Analytics,Managed Services,Conference,782905649.79,27.8,Data Analytics,8,Awarded,False,2023-02-01,2023-05-25,High
T2022185,"Reid, Ferguson and Sanchez Technologies",ERP Implementation,Assessment,Conference,980369188.59,20.64,IoT,11,Awarded,False,2022-06-05,2023-02-07,High
T2022186,Gray-Mayo Systems,AI/ML,Training,Conference,988765828.18,39.2,Digital Transformation,6,Submitted,True,2022-09-11,2021-02-13,Medium
T2022187,Blake and Sons Solutions,Data Analytics,Training,LinkedIn,682240681.99,25.77,Data Analytics,7,Awarded,True,2021-11-13,2021-08-12,Low
T2022188,Williams and Sons Technologies,Cloud Migration,Implementation,LinkedIn,581191858.22,22.74,Cloud Migration,11,Submitted,True,2023-03-30,2022-04-21,High
T2022189,Harrell LLC Solutions,ERP Implementation,Optimization,Conference,1510761515.92,12.08,ERP Implementation,15,Lost,False,2021-07-15,2022-10-08,Low
T2022190,"Ross, Robinson and Bright Solutions",ERP Implementation,Managed Services,Referral,1366327810.24,23.93,ERP Implementation,13,Lost,True,2021-09-04,2022-05-10,High
T2022191,Burton Ltd Solutions,IoT,Managed Services,LinkedIn,1185513525.06,27.17,Cybersecurity,3,Awarded,True,2023-10-26,2022-04-28,Low
T2022192,Rodriguez-Graham Systems,IoT,Implementation,Email,849574226.73,31.98,AI/ML,4,Awarded,False,2021-10-31,2021-10-28,Medium
T2022193,Perez Inc Solutions,AI/ML,Managed Services,LinkedIn,1564706285.23,42.52,AI/ML,7,Submitted,True,2021-09-25,2021-11-03,Medium
T2022194,"Guzman, Hoffman and Baldwin Technologies",IoT,Training,Conference,1212343415.62,30.9,IoT,6,Awarded,False,2022-05-20,2022-06-11,Low
T2022195,"Reid, Ferguson and Sanchez Technologies",IoT,Strategy,Email,651791196.91,33.04,IoT,4,Awarded,True,2022-12-15,2022-02-25,Medium
T2022196,Burton Ltd Solutions,Cybersecurity,Managed Services,Referral,980094942.05,28.76,Cybersecurity,5,Awarded,False,2023-06-25,2021-11-25,Medium
T2022197,Blake and Sons Solutions,Data Analytics,Strategy,LinkedIn,1105347045.7,22.99,Data Analytics,4,Awarded,True,2021-10-30,2022-09-12,Low
T2022198,Smith-Bowen Systems,Digital Transformation,Managed Services,Conference,1457528656.44,30.99,IoT,3,Submitted,True,2022-02-22,2024-02-24,Medium
T2022199,Garcia-James Solutions,IoT,Integration,Conference,1427984881.17,29.14,IoT,5,Awarded,True,2023-12-15,2021-04-30,Medium
T2022200,SecureNet Systems,Cybersecurity,Managed Services,Referral,1587054126.14,37.0,Cybersecurity,8,Submitted,True,2021-01-18,2021-06-16,Medium
T2022201,Abbott-Munoz Systems,Blockchain,Optimization,Email,990454261.32,40.3,Blockchain,8,Submitted,True,2023-03-03,2022-05-19,High
T2022202,"Walter, Edwards and Rios Technologies",Cloud Migration,Optimization,Email,1353285118.6,28.49,Data Analytics,15,Awarded,True,2022-02-12,2023-11-22,High
T2022203,"Hoffman, Baker and Richards Systems",AI/ML,Managed Services,LinkedIn,1455051045.08,39.48,Cybersecurity,8,Awarded,True,2021-11-18,2021-03-09,Medium
T2022204,Williams and Sons Technologies,Cloud Migration,Optimization,LinkedIn,1024207229.36,30.25,Cloud Migration,12,Submitted,True,2023-03-04,2021-04-01,High
T2022205,Abbott-Munoz Systems,Blockchain,Integration,LinkedIn,1276049941.73,46.59,Blockchain,9,Submitted,False,2023-12-03,2022-05-11,Medium
T2022206,"Ross, Robinson and Bright Solutions",ERP Implementation,Assessment,Email,977979174.26,30.38,ERP Implementation,13,Awarded,True,2021-10-11,2024-02-13,Medium
T2022207,"Guzman, Hoffman and Baldwin Technologies",Digital Transformation,Assessment,Conference,1276169071.19,30.68,IoT,5,Lost,False,2021-10-25,2024-04-01,High
T2022208,Arnold Ltd Solutions,Digital Transformation,Implementation,Conference,1040107103.33,18.74,Digital Transformation,4,Awarded,False,2021-03-02,2022-11-14,High
T2022209,"Adams, Zuniga and Wong Technologies",Digital Transformation,Implementation,Conference,1365798481.79,20.4,Blockchain,7,Awarded,True,2022-01-14,2021-03-25,High
T2022210,Carlson-Cruz Labs,Cybersecurity,Implementation,Conference,1012456383.31,32.61,Cybersecurity,8,Awarded,True,2021-02-23,2023-02-05,Low
T2022211,Perez Inc Solutions,AI/ML,Integration,Referral,2286839079.94,34.88,AI/ML,7,Awarded,True,2023-03-05,2023-11-03,Medium
T2022212,"Mcclain, Miller and Henderson Solutions",Data Analytics,Managed Services,LinkedIn,1370789077.4,36.64,Data Analytics,3,Lost,True,2022-02-20,2022-03-25,Low
T2022213,Gray-Mayo Systems,Blockchain,Implementation,Conference,1246698478.63,40.19,Digital Transformation,10,Awarded,False,2023-02-19,2022-11-02,Medium
T2022214,"Romero, Gonzalez and Brooks Labs",Blockchain,Training,LinkedIn,884840100.66,43.07,Blockchain,3,Submitted,True,2021-03-28,2022-06-18,Medium
T2022215,"Flowers, Martin and Kelly Technologies",AI/ML,Optimization,LinkedIn,728996914.04,33.71,Digital Transformation,8,Awarded,True,2022-08-20,2023-07-20,Medium
T2022216,Dudley Group Systems,Digital Transformation,Managed Services,Conference,1460309243.56,24.0,IoT,9,Awarded,True,2023-11-25,2021-11-18,Medium
T2022217,Frazier Inc Systems,Data Analytics,Implementation,Referral,1928390025.33,25.58,Data Analytics,4,Awarded,False,2021-10-05,2023-04-16,Medium
T2022218,Gray-Mayo Systems,Digital Transformation,Assessment,Conference,775053653.25,15.87,Digital Transformation,6,Submitted,True,2021-12-02,2021-10-11,Low
T2022219,"Baker, Mason and White Solutions",Cloud Migration,Integration,LinkedIn,1646445847.48,26.12,Cloud Migration,14,Awarded,True,2021-11-24,2023-03-17,Medium
T2022220,DataMind Analytics,ERP Implementation,Implementation,Conference,1047937726.84,28.42,Data Analytics,10,Lost,True,2021-04-16,2023-06-09,Medium
T2022221,Harrell LLC Solutions,Blockchain,Strategy,LinkedIn,1188791091.41,45.39,ERP Implementation,5,Lost,False,2021-01-08,2022-07-03,Low
T2022222,Morales-Jones Technologies,AI/ML,Implementation,Conference,1567665269.86,34.14,Digital Transformation,7,Submitted,True,2023-07-19,2023-05-20,Medium
T2022223,Burton Ltd Solutions,Cybersecurity,Managed Services,LinkedIn,749440609.26,33.26,Cybersecurity,8,Awarded,True,2022-03-02,2021-05-11,Low
T2022224,SecureNet Systems,Cybersecurity,Integration,LinkedIn,1819418324.86,37.38,Cybersecurity,4,Awarded,True,2022-11-10,2021-07-29,Low
